ENSG00000000003	ENSGGOG00000010003
ENSG00000163554	ENSGGOG00000000508
ENSG00000163558	ENSGGOG00000010639
ENSG00000163563	ENSGGOG00000005937
ENSG00000163564	ENSGGOG00000012392
ENSG00000163565	ENSGGOG00000006123
ENSG00000163568	ENSGGOG00000006135
ENSG00000163576	ENSGGOG00000013587
ENSG00000163577	ENSGGOG00000000434
ENSG00000163581	ENSGGOG00000010660
ENSG00000163586	ENSGGOG00000009522
ENSG00000163590	ENSGGOG00000037911
ENSG00000163596	ENSGGOG00000017038
ENSG00000163599	ENSGGOG00000007961
ENSG00000163600	ENSGGOG00000014097
ENSG00000163605	ENSGGOG00000008408
ENSG00000163606	ENSGGOG00000005365
ENSG00000163607	ENSGGOG00000009259
ENSG00000163608	ENSGGOG00000009273
ENSG00000163611	ENSGGOG00000028236
ENSG00000163617	ENSGGOG00000011814
ENSG00000163623	ENSGGOG00000008459
ENSG00000163624	ENSGGOG00000002418
ENSG00000163625	ENSGGOG00000006370
ENSG00000163626	ENSGGOG00000007395
ENSG00000163629	ENSGGOG00000025765
ENSG00000163630	ENSGGOG00000002513
ENSG00000163631	ENSGGOG00000014225
ENSG00000163632	ENSGGOG00000012760
ENSG00000163633	ENSGGOG00000005547
ENSG00000163634	ENSGGOG00000024282
ENSG00000163635	ENSGGOG00000012900
ENSG00000163636	ENSGGOG00000004430
ENSG00000163637	ENSGGOG00000006935
ENSG00000163638	ENSGGOG00000015540
ENSG00000163644	ENSGGOG00000002763
ENSG00000163645	ENSGGOG00000017013
ENSG00000163646	ENSGGOG00000000147
ENSG00000163655	ENSGGOG00000017082
ENSG00000163659	ENSGGOG00000026270
ENSG00000163660	ENSGGOG00000006249
ENSG00000163661	ENSGGOG00000015338
ENSG00000163666	ENSGGOG00000006213
ENSG00000163673	ENSGGOG00000016779
ENSG00000163681	ENSGGOG00000034879
ENSG00000163682	ENSGGOG00000022799
ENSG00000163683	ENSGGOG00000038154
ENSG00000163684	ENSGGOG00000016164
ENSG00000163686	ENSGGOG00000015826
ENSG00000163687	ENSGGOG00000010072
ENSG00000163689	ENSGGOG00000034942
ENSG00000163694	ENSGGOG00000001367
ENSG00000163697	ENSGGOG00000007435
ENSG00000163701	ENSGGOG00000012145
ENSG00000163702	ENSGGOG00000012165
ENSG00000163703	ENSGGOG00000012187
ENSG00000163704	ENSGGOG00000012206
ENSG00000163705	ENSGGOG00000042178
ENSG00000163710	ENSGGOG00000007872
ENSG00000163714	ENSGGOG00000005563
ENSG00000163719	ENSGGOG00000003531
ENSG00000163728	ENSGGOG00000003335
ENSG00000163735	ENSGGOG00000009977
ENSG00000163736	ENSGGOG00000025133
ENSG00000163737	ENSGGOG00000015543
ENSG00000163738	ENSGGOG00000015326
ENSG00000163739	ENSGGOG00000003356
ENSG00000163743	ENSGGOG00000022980
ENSG00000163746	ENSGGOG00000004864
ENSG00000163749	ENSGGOG00000007500
ENSG00000163751	ENSGGOG00000026314
ENSG00000163754	ENSGGOG00000008980
ENSG00000163755	ENSGGOG00000016590
ENSG00000163762	ENSGGOG00000002355
ENSG00000163781	ENSGGOG00000007648
ENSG00000163785	ENSGGOG00000007737
ENSG00000163788	ENSGGOG00000014127
ENSG00000163792	ENSGGOG00000002612
ENSG00000163793	ENSGGOG00000011667
ENSG00000163794	ENSGGOG00000011684
ENSG00000163795	ENSGGOG00000010998
ENSG00000163803	ENSGGOG00000016804
ENSG00000163806	ENSGGOG00000040946
ENSG00000163807	ENSGGOG00000002580
ENSG00000163808	ENSGGOG00000002582
ENSG00000163810	ENSGGOG00000013478
ENSG00000163811	ENSGGOG00000015956
ENSG00000163812	ENSGGOG00000013490
ENSG00000163814	ENSGGOG00000021963
ENSG00000163815	ENSGGOG00000004576
ENSG00000163817	ENSGGOG00000002101
ENSG00000163818	ENSGGOG00000002103
ENSG00000163820	ENSGGOG00000004777
ENSG00000163823	ENSGGOG00000036511
ENSG00000163825	ENSGGOG00000013396
ENSG00000163827	ENSGGOG00000004427
ENSG00000163832	ENSGGOG00000011003
ENSG00000163833	ENSGGOG00000016785
ENSG00000163840	ENSGGOG00000015979
ENSG00000163848	ENSGGOG00000038978
ENSG00000163864	ENSGGOG00000012306
ENSG00000163866	ENSGGOG00000043837
ENSG00000163867	ENSGGOG00000009644
ENSG00000163870	ENSGGOG00000010008
ENSG00000163872	ENSGGOG00000003713
ENSG00000163873	ENSGGOG00000011315
ENSG00000163874	ENSGGOG00000009268
ENSG00000163875	ENSGGOG00000017191
ENSG00000163877	ENSGGOG00000022697
ENSG00000163879	ENSGGOG00000007698
ENSG00000163882	ENSGGOG00000002912
ENSG00000163884	ENSGGOG00000009916
ENSG00000163885	ENSGGOG00000009922
ENSG00000163888	ENSGGOG00000001936
ENSG00000163898	ENSGGOG00000013546
ENSG00000163900	ENSGGOG00000037311
ENSG00000163902	ENSGGOG00000013966
ENSG00000163904	ENSGGOG00000015642
ENSG00000163909	ENSGGOG00000008268
ENSG00000163913	ENSGGOG00000010703
ENSG00000163914	ENSGGOG00000010728
ENSG00000163918	ENSGGOG00000005875
ENSG00000163923	ENSGGOG00000039881
ENSG00000163930	ENSGGOG00000015895
ENSG00000163932	ENSGGOG00000003207
ENSG00000163933	ENSGGOG00000003201
ENSG00000163935	ENSGGOG00000005765
ENSG00000163938	ENSGGOG00000011444
ENSG00000163939	ENSGGOG00000016002
ENSG00000163945	ENSGGOG00000004872
ENSG00000163946	ENSGGOG00000011356
ENSG00000163947	ENSGGOG00000000668
ENSG00000163950	ENSGGOG00000003167
ENSG00000163956	ENSGGOG00000003417
ENSG00000163958	ENSGGOG00000004822
ENSG00000163959	ENSGGOG00000005877
ENSG00000163960	ENSGGOG00000014753
ENSG00000163964	ENSGGOG00000006859
ENSG00000163975	ENSGGOG00000014002
ENSG00000163982	ENSGGOG00000022820
ENSG00000163993	ENSGGOG00000027028
ENSG00000163995	ENSGGOG00000009142
ENSG00000164002	ENSGGOG00000024174
ENSG00000164007	ENSGGOG00000005739
ENSG00000164008	ENSGGOG00000027581
ENSG00000164010	ENSGGOG00000007428
ENSG00000164011	ENSGGOG00000009549
ENSG00000164022	ENSGGOG00000004226
ENSG00000164023	ENSGGOG00000012598
ENSG00000164024	ENSGGOG00000001520
ENSG00000164032	ENSGGOG00000027801
ENSG00000164035	ENSGGOG00000003574
ENSG00000164037	ENSGGOG00000028384
ENSG00000164038	ENSGGOG00000014260
ENSG00000164039	ENSGGOG00000006381
ENSG00000164040	ENSGGOG00000026492
ENSG00000164045	ENSGGOG00000003912
ENSG00000164047	ENSGGOG00000012414
ENSG00000164048	ENSGGOG00000006069
ENSG00000164049	ENSGGOG00000022457
ENSG00000164050	ENSGGOG00000006231
ENSG00000164051	ENSGGOG00000006256
ENSG00000164053	ENSGGOG00000006264
ENSG00000164054	ENSGGOG00000028207
ENSG00000164056	ENSGGOG00000043018
ENSG00000164061	ENSGGOG00000010553
ENSG00000164062	ENSGGOG00000010567
ENSG00000164066	ENSGGOG00000002972
ENSG00000164068	ENSGGOG00000010603
ENSG00000164070	ENSGGOG00000013848
ENSG00000164073	ENSGGOG00000006363
ENSG00000164074	ENSGGOG00000011012
ENSG00000164076	ENSGGOG00000012251
ENSG00000164078	ENSGGOG00000012260
ENSG00000164080	ENSGGOG00000010032
ENSG00000164081	ENSGGOG00000010049
ENSG00000164082	ENSGGOG00000010055
ENSG00000164086	ENSGGOG00000038775
ENSG00000164087	ENSGGOG00000006652
ENSG00000164088	ENSGGOG00000015824
ENSG00000164089	ENSGGOG00000012323
ENSG00000164091	ENSGGOG00000040779
ENSG00000164093	ENSGGOG00000008770
ENSG00000164096	ENSGGOG00000006489
ENSG00000164099	ENSGGOG00000002810
ENSG00000164100	ENSGGOG00000034831
ENSG00000164104	ENSGGOG00000015882
ENSG00000164105	ENSGGOG00000005082
ENSG00000164106	ENSGGOG00000025633
ENSG00000164107	ENSGGOG00000006147
ENSG00000164109	ENSGGOG00000002516
ENSG00000164111	ENSGGOG00000016680
ENSG00000164113	ENSGGOG00000004388
ENSG00000164114	ENSGGOG00000011510
ENSG00000164116	ENSGGOG00000011975
ENSG00000164117	ENSGGOG00000005344
ENSG00000164118	ENSGGOG00000025044
ENSG00000164120	ENSGGOG00000009878
ENSG00000164122	ENSGGOG00000009089
ENSG00000164123	ENSGGOG00000000301
ENSG00000164124	ENSGGOG00000017056
ENSG00000164125	ENSGGOG00000013811
ENSG00000164128	ENSGGOG00000004467
ENSG00000164129	ENSGGOG00000004465
ENSG00000164134	ENSGGOG00000008676
ENSG00000164136	ENSGGOG00000011285
ENSG00000164142	ENSGGOG00000016578
ENSG00000164144	ENSGGOG00000008153
ENSG00000164151	ENSGGOG00000025867
ENSG00000164161	ENSGGOG00000013359
ENSG00000164162	ENSGGOG00000025091
ENSG00000164163	ENSGGOG00000022726
ENSG00000164167	ENSGGOG00000001310
ENSG00000164168	ENSGGOG00000013660
ENSG00000164169	ENSGGOG00000013668
ENSG00000164171	ENSGGOG00000001285
ENSG00000164172	ENSGGOG00000001290
ENSG00000164175	ENSGGOG00000004821
ENSG00000164176	ENSGGOG00000025465
ENSG00000164180	ENSGGOG00000036120
ENSG00000164181	ENSGGOG00000023181
ENSG00000164185	ENSGGOG00000008193
ENSG00000164187	ENSGGOG00000023658
ENSG00000164188	ENSGGOG00000010607
ENSG00000164190	ENSGGOG00000026268
ENSG00000164197	ENSGGOG00000006462
ENSG00000164199	ENSGGOG00000010968
ENSG00000164209	ENSGGOG00000024980
ENSG00000164211	ENSGGOG00000040002
ENSG00000164219	ENSGGOG00000001117
ENSG00000164220	ENSGGOG00000011789
ENSG00000164221	ENSGGOG00000001120
ENSG00000164236	ENSGGOG00000002528
ENSG00000164237	ENSGGOG00000014129
ENSG00000164241	ENSGGOG00000006111
ENSG00000164244	ENSGGOG00000010195
ENSG00000164251	ENSGGOG00000007078
ENSG00000164252	ENSGGOG00000010269
ENSG00000164253	ENSGGOG00000026798
ENSG00000164256	ENSGGOG00000024584
ENSG00000164258	ENSGGOG00000001243
ENSG00000164265	ENSGGOG00000026928
ENSG00000164266	ENSGGOG00000008412
ENSG00000164270	ENSGGOG00000016400
ENSG00000164283	ENSGGOG00000008658
ENSG00000164284	ENSGGOG00000005410
ENSG00000164287	ENSGGOG00000025526
ENSG00000164291	ENSGGOG00000005782
ENSG00000164292	ENSGGOG00000004327
ENSG00000164294	ENSGGOG00000012680
ENSG00000164296	ENSGGOG00000008920
ENSG00000164300	ENSGGOG00000016060
ENSG00000164304	ENSGGOG00000011030
ENSG00000164305	ENSGGOG00000025155
ENSG00000164306	ENSGGOG00000011879
ENSG00000164307	ENSGGOG00000009305
ENSG00000164308	ENSGGOG00000012203
ENSG00000164309	ENSGGOG00000006288
ENSG00000164318	ENSGGOG00000005053
ENSG00000164323	ENSGGOG00000007515
ENSG00000164325	ENSGGOG00000008689
ENSG00000164326	ENSGGOG00000004885
ENSG00000164327	ENSGGOG00000014599
ENSG00000164329	ENSGGOG00000023154
ENSG00000164330	ENSGGOG00000000033
ENSG00000164331	ENSGGOG00000003298
ENSG00000164332	ENSGGOG00000014527
ENSG00000164334	ENSGGOG00000009985
ENSG00000164338	ENSGGOG00000003301
ENSG00000164342	ENSGGOG00000023623
ENSG00000164344	ENSGGOG00000026546
ENSG00000164347	ENSGGOG00000013739
ENSG00000164362	ENSGGOG00000002607
ENSG00000164363	ENSGGOG00000038696
ENSG00000164366	ENSGGOG00000002664
ENSG00000164379	ENSGGOG00000038740
ENSG00000164398	ENSGGOG00000016883
ENSG00000164399	ENSGGOG00000001048
ENSG00000164400	ENSGGOG00000001046
ENSG00000164402	ENSGGOG00000001010
ENSG00000164403	ENSGGOG00000012307
ENSG00000164404	ENSGGOG00000012318
ENSG00000164405	ENSGGOG00000039037
ENSG00000164406	ENSGGOG00000012326
ENSG00000164411	ENSGGOG00000008646
ENSG00000164414	ENSGGOG00000005958
ENSG00000164418	ENSGGOG00000000114
ENSG00000164430	ENSGGOG00000010774
ENSG00000164434	ENSGGOG00000025475
ENSG00000164438	ENSGGOG00000023662
ENSG00000164440	ENSGGOG00000003354
ENSG00000164442	ENSGGOG00000016096
ENSG00000164451	ENSGGOG00000017144
ENSG00000164458	ENSGGOG00000007693
ENSG00000164463	ENSGGOG00000011220
ENSG00000164465	ENSGGOG00000001188
ENSG00000164466	ENSGGOG00000008195
ENSG00000164483	ENSGGOG00000000552
ENSG00000164484	ENSGGOG00000013218
ENSG00000164485	ENSGGOG00000010283
ENSG00000164488	ENSGGOG00000024682
ENSG00000164494	ENSGGOG00000040827
ENSG00000164500	ENSGGOG00000025732
ENSG00000164506	ENSGGOG00000016875
ENSG00000164509	ENSGGOG00000002985
ENSG00000164512	ENSGGOG00000016033
ENSG00000164520	ENSGGOG00000009347
ENSG00000164530	ENSGGOG00000003906
ENSG00000164532	ENSGGOG00000026618
ENSG00000164535	ENSGGOG00000003364
ENSG00000164542	ENSGGOG00000005253
ENSG00000164543	ENSGGOG00000007657
ENSG00000164548	ENSGGOG00000009053
ENSG00000164574	ENSGGOG00000014438
ENSG00000164576	ENSGGOG00000004441
ENSG00000164587	ENSGGOG00000024593
ENSG00000164588	ENSGGOG00000001533
ENSG00000164591	ENSGGOG00000037558
ENSG00000164600	ENSGGOG00000026908
ENSG00000164603	ENSGGOG00000027197
ENSG00000164604	ENSGGOG00000042174
ENSG00000164609	ENSGGOG00000005591
ENSG00000164610	ENSGGOG00000007614
ENSG00000164611	ENSGGOG00000016937
ENSG00000164615	ENSGGOG00000010224
ENSG00000164619	ENSGGOG00000013145
ENSG00000164620	ENSGGOG00000016383
ENSG00000164626	ENSGGOG00000006082
ENSG00000164627	ENSGGOG00000022695
ENSG00000164631	ENSGGOG00000037007
ENSG00000164638	ENSGGOG00000011862
ENSG00000164645	ENSGGOG00000027057
ENSG00000164649	ENSGGOG00000004782
ENSG00000164654	ENSGGOG00000000652
ENSG00000164659	ENSGGOG00000014770
ENSG00000164663	ENSGGOG00000016566
ENSG00000164674	ENSGGOG00000013290
ENSG00000164675	ENSGGOG00000015921
ENSG00000164683	ENSGGOG00000009960
ENSG00000164684	ENSGGOG00000008615
ENSG00000164690	ENSGGOG00000014018
ENSG00000164691	ENSGGOG00000004612
ENSG00000164692	ENSGGOG00000006024
ENSG00000164694	ENSGGOG00000014902
ENSG00000164695	ENSGGOG00000016672
ENSG00000164707	ENSGGOG00000000373
ENSG00000164708	ENSGGOG00000004527
ENSG00000164713	ENSGGOG00000009646
ENSG00000164715	ENSGGOG00000003052
ENSG00000164733	ENSGGOG00000001167
ENSG00000164736	ENSGGOG00000023175
ENSG00000164741	ENSGGOG00000015071
ENSG00000164742	ENSGGOG00000010304
ENSG00000164743	ENSGGOG00000015649
ENSG00000164744	ENSGGOG00000017150
ENSG00000164746	ENSGGOG00000006267
ENSG00000164749	ENSGGOG00000008488
ENSG00000164751	ENSGGOG00000038623
ENSG00000164754	ENSGGOG00000011809
ENSG00000164756	ENSGGOG00000016195
ENSG00000164758	ENSGGOG00000009161
ENSG00000164761	ENSGGOG00000036696
ENSG00000164764	ENSGGOG00000015408
ENSG00000164776	ENSGGOG00000007584
ENSG00000164778	ENSGGOG00000022981
ENSG00000164794	ENSGGOG00000008470
ENSG00000164796	ENSGGOG00000006309
ENSG00000164808	ENSGGOG00000007599
ENSG00000164815	ENSGGOG00000001011
ENSG00000164816	ENSGGOG00000016102
ENSG00000164818	ENSGGOG00000013100
ENSG00000164821	ENSGGOG00000010900
ENSG00000164822	ENSGGOG00000010901
ENSG00000164823	ENSGGOG00000003696
ENSG00000164825	ENSGGOG00000011726
ENSG00000164828	ENSGGOG00000037071
ENSG00000164830	ENSGGOG00000006236
ENSG00000164841	ENSGGOG00000008550
ENSG00000164849	ENSGGOG00000012701
ENSG00000164850	ENSGGOG00000040865
ENSG00000164853	ENSGGOG00000002642
ENSG00000164855	ENSGGOG00000013969
ENSG00000164867	ENSGGOG00000016825
ENSG00000164877	ENSGGOG00000015295
ENSG00000164879	ENSGGOG00000010673
ENSG00000164880	ENSGGOG00000015303
ENSG00000164885	ENSGGOG00000016879
ENSG00000164889	ENSGGOG00000016887
ENSG00000164893	ENSGGOG00000008511
ENSG00000164896	ENSGGOG00000016906
ENSG00000164897	ENSGGOG00000016913
ENSG00000164900	ENSGGOG00000016925
ENSG00000164902	ENSGGOG00000013877
ENSG00000164904	ENSGGOG00000040337
ENSG00000164916	ENSGGOG00000002679
ENSG00000164919	ENSGGOG00000013771
ENSG00000164920	ENSGGOG00000006716
ENSG00000164924	ENSGGOG00000022133
ENSG00000164929	ENSGGOG00000000468
ENSG00000164930	ENSGGOG00000015768
ENSG00000164932	ENSGGOG00000001962
ENSG00000164933	ENSGGOG00000015117
ENSG00000164934	ENSGGOG00000015124
ENSG00000164935	ENSGGOG00000001979
ENSG00000164938	ENSGGOG00000009191
ENSG00000164941	ENSGGOG00000005424
ENSG00000164944	ENSGGOG00000006855
ENSG00000164946	ENSGGOG00000014708
ENSG00000164949	ENSGGOG00000013020
ENSG00000164951	ENSGGOG00000027042
ENSG00000164953	ENSGGOG00000027426
ENSG00000164961	ENSGGOG00000043611
ENSG00000164967	ENSGGOG00000002915
ENSG00000164970	ENSGGOG00000011945
ENSG00000164972	ENSGGOG00000004937
ENSG00000164975	ENSGGOG00000006757
ENSG00000164976	ENSGGOG00000007706
ENSG00000164978	ENSGGOG00000003907
ENSG00000164983	ENSGGOG00000041843
ENSG00000164985	ENSGGOG00000016152
ENSG00000164989	ENSGGOG00000012017
ENSG00000165006	ENSGGOG00000000674
ENSG00000165023	ENSGGOG00000039392
ENSG00000165025	ENSGGOG00000010377
ENSG00000165028	ENSGGOG00000042090
ENSG00000165029	ENSGGOG00000009414
ENSG00000165030	ENSGGOG00000001317
ENSG00000165046	ENSGGOG00000013075
ENSG00000165060	ENSGGOG00000007636
ENSG00000165061	ENSGGOG00000006633
ENSG00000165066	ENSGGOG00000016047
ENSG00000165071	ENSGGOG00000013956
ENSG00000165072	ENSGGOG00000027946
ENSG00000165076	ENSGGOG00000010592
ENSG00000165078	ENSGGOG00000005868
ENSG00000165084	ENSGGOG00000015731
ENSG00000165091	ENSGGOG00000011002
ENSG00000165092	ENSGGOG00000008563
ENSG00000165097	ENSGGOG00000003302
ENSG00000165102	ENSGGOG00000016985
ENSG00000165105	ENSGGOG00000006651
ENSG00000165113	ENSGGOG00000005564
ENSG00000165118	ENSGGOG00000011293
ENSG00000165120	ENSGGOG00000038460
ENSG00000165124	ENSGGOG00000004135
ENSG00000165125	ENSGGOG00000015611
ENSG00000165138	ENSGGOG00000000377
ENSG00000165140	ENSGGOG00000005671
ENSG00000165152	ENSGGOG00000022993
ENSG00000165156	ENSGGOG00000028565
ENSG00000165164	ENSGGOG00000039948
ENSG00000165168	ENSGGOG00000007874
ENSG00000165171	ENSGGOG00000011806
ENSG00000165181	ENSGGOG00000000911
ENSG00000165182	ENSGGOG00000016257
ENSG00000165185	ENSGGOG00000014326
ENSG00000165186	ENSGGOG00000044059
ENSG00000165192	ENSGGOG00000007286
ENSG00000165194	ENSGGOG00000001810
ENSG00000165195	ENSGGOG00000007293
ENSG00000165197	ENSGGOG00000002788
ENSG00000165202	ENSGGOG00000005228
ENSG00000165209	ENSGGOG00000003901
ENSG00000165215	ENSGGOG00000024674
ENSG00000165219	ENSGGOG00000001564
ENSG00000165233	ENSGGOG00000016790
ENSG00000165238	ENSGGOG00000014387
ENSG00000165240	ENSGGOG00000025640
ENSG00000165244	ENSGGOG00000012699
ENSG00000165259	ENSGGOG00000005551
ENSG00000165264	ENSGGOG00000010253
ENSG00000165269	ENSGGOG00000043220
ENSG00000165271	ENSGGOG00000003997
ENSG00000165272	ENSGGOG00000003993
ENSG00000165275	ENSGGOG00000028379
ENSG00000165280	ENSGGOG00000003197
ENSG00000165282	ENSGGOG00000003209
ENSG00000165283	ENSGGOG00000003212
ENSG00000165288	ENSGGOG00000004108
ENSG00000165300	ENSGGOG00000009585
ENSG00000165304	ENSGGOG00000014746
ENSG00000165309	ENSGGOG00000015798
ENSG00000165312	ENSGGOG00000000739
ENSG00000165322	ENSGGOG00000012753
ENSG00000165325	ENSGGOG00000016147
ENSG00000165338	ENSGGOG00000010273
ENSG00000165349	ENSGGOG00000001116
ENSG00000165355	ENSGGOG00000010786
ENSG00000165359	ENSGGOG00000014357
ENSG00000165370	ENSGGOG00000005255
ENSG00000165376	ENSGGOG00000038544
ENSG00000165379	ENSGGOG00000022719
ENSG00000165383	ENSGGOG00000004375
ENSG00000165392	ENSGGOG00000022154
ENSG00000165406	ENSGGOG00000014991
ENSG00000165409	ENSGGOG00000008447
ENSG00000165410	ENSGGOG00000038032
ENSG00000165416	ENSGGOG00000006797
ENSG00000165417	ENSGGOG00000003265
ENSG00000165424	ENSGGOG00000040340
ENSG00000165434	ENSGGOG00000007865
ENSG00000165443	ENSGGOG00000008898
ENSG00000165449	ENSGGOG00000004136
ENSG00000165457	ENSGGOG00000011292
ENSG00000165458	ENSGGOG00000011295
ENSG00000165462	ENSGGOG00000011309
ENSG00000165471	ENSGGOG00000039764
ENSG00000165474	ENSGGOG00000016693
ENSG00000165475	ENSGGOG00000011053
ENSG00000165476	ENSGGOG00000008217
ENSG00000165478	ENSGGOG00000015159
ENSG00000165480	ENSGGOG00000014494
ENSG00000165487	ENSGGOG00000013255
ENSG00000165490	ENSGGOG00000012185
ENSG00000165494	ENSGGOG00000013696
ENSG00000165495	ENSGGOG00000005181
ENSG00000165501	ENSGGOG00000011100
ENSG00000165506	ENSGGOG00000024797
ENSG00000165507	ENSGGOG00000037991
ENSG00000165509	ENSGGOG00000024624
ENSG00000165512	ENSGGOG00000038098
ENSG00000165516	ENSGGOG00000009016
ENSG00000165521	ENSGGOG00000042260
ENSG00000165525	ENSGGOG00000009030
ENSG00000165526	ENSGGOG00000016494
ENSG00000165527	ENSGGOG00000043801
ENSG00000165533	ENSGGOG00000034849
ENSG00000165548	ENSGGOG00000006177
ENSG00000165553	ENSGGOG00000006195
ENSG00000165555	ENSGGOG00000043069
ENSG00000165556	ENSGGOG00000005487
ENSG00000165566	ENSGGOG00000000208
ENSG00000165568	ENSGGOG00000011066
ENSG00000165572	ENSGGOG00000028568
ENSG00000165583	ENSGGOG00000010688
ENSG00000165588	ENSGGOG00000004038
ENSG00000165591	ENSGGOG00000025619
ENSG00000165606	ENSGGOG00000008180
ENSG00000165609	ENSGGOG00000006325
ENSG00000165617	ENSGGOG00000015389
ENSG00000165623	ENSGGOG00000014175
ENSG00000165629	ENSGGOG00000009719
ENSG00000165630	ENSGGOG00000025188
ENSG00000165632	ENSGGOG00000016706
ENSG00000165633	ENSGGOG00000004376
ENSG00000165637	ENSGGOG00000005861
ENSG00000165643	ENSGGOG00000007876
ENSG00000165644	ENSGGOG00000005871
ENSG00000165646	ENSGGOG00000004379
ENSG00000165650	ENSGGOG00000002530
ENSG00000165655	ENSGGOG00000011284
ENSG00000165660	ENSGGOG00000014025
ENSG00000165661	ENSGGOG00000014107
ENSG00000165669	ENSGGOG00000010566
ENSG00000165671	ENSGGOG00000011744
ENSG00000165672	ENSGGOG00000026364
ENSG00000165675	ENSGGOG00000007569
ENSG00000165678	ENSGGOG00000011008
ENSG00000165682	ENSGGOG00000005700
ENSG00000165684	ENSGGOG00000010887
ENSG00000165685	ENSGGOG00000028581
ENSG00000165688	ENSGGOG00000010912
ENSG00000165689	ENSGGOG00000010905
ENSG00000165694	ENSGGOG00000008350
ENSG00000165695	ENSGGOG00000002135
ENSG00000165698	ENSGGOG00000002138
ENSG00000165699	ENSGGOG00000002139
ENSG00000165702	ENSGGOG00000015828
ENSG00000165704	ENSGGOG00000008050
ENSG00000165714	ENSGGOG00000026065
ENSG00000165716	ENSGGOG00000016071
ENSG00000165724	ENSGGOG00000006875
ENSG00000165730	ENSGGOG00000010096
ENSG00000165731	ENSGGOG00000003576
ENSG00000165732	ENSGGOG00000005065
ENSG00000165752	ENSGGOG00000013188
ENSG00000165757	ENSGGOG00000017151
ENSG00000165775	ENSGGOG00000026954
ENSG00000165782	ENSGGOG00000002129
ENSG00000165792	ENSGGOG00000013391
ENSG00000165794	ENSGGOG00000013401
ENSG00000165795	ENSGGOG00000005203
ENSG00000165799	ENSGGOG00000042974
ENSG00000165801	ENSGGOG00000007165
ENSG00000165802	ENSGGOG00000022021
ENSG00000165804	ENSGGOG00000007177
ENSG00000165805	ENSGGOG00000000185
ENSG00000165806	ENSGGOG00000007342
ENSG00000165807	ENSGGOG00000009454
ENSG00000165810	ENSGGOG00000012744
ENSG00000165813	ENSGGOG00000008337
ENSG00000165816	ENSGGOG00000002888
ENSG00000165819	ENSGGOG00000005954
ENSG00000165821	ENSGGOG00000009133
ENSG00000165828	ENSGGOG00000004708
ENSG00000165832	ENSGGOG00000004583
ENSG00000165837	ENSGGOG00000006343
ENSG00000165841	ENSGGOG00000000057
ENSG00000165861	ENSGGOG00000005166
ENSG00000165863	ENSGGOG00000000980
ENSG00000165868	ENSGGOG00000000981
ENSG00000165879	ENSGGOG00000036954
ENSG00000165886	ENSGGOG00000015224
ENSG00000165887	ENSGGOG00000015227
ENSG00000165891	ENSGGOG00000012645
ENSG00000165898	ENSGGOG00000027499
ENSG00000165905	ENSGGOG00000002302
ENSG00000165912	ENSGGOG00000008566
ENSG00000165914	ENSGGOG00000010682
ENSG00000165915	ENSGGOG00000016524
ENSG00000165916	ENSGGOG00000016530
ENSG00000165917	ENSGGOG00000007325
ENSG00000165923	ENSGGOG00000014354
ENSG00000165929	ENSGGOG00000009329
ENSG00000165934	ENSGGOG00000011799
ENSG00000165935	ENSGGOG00000013445
ENSG00000165943	ENSGGOG00000043143
ENSG00000165949	ENSGGOG00000006752
ENSG00000165953	ENSGGOG00000006345
ENSG00000165959	ENSGGOG00000011499
ENSG00000165966	ENSGGOG00000025388
ENSG00000165970	ENSGGOG00000003140
ENSG00000165972	ENSGGOG00000008870
ENSG00000165973	ENSGGOG00000034947
ENSG00000165983	ENSGGOG00000014659
ENSG00000165995	ENSGGOG00000009308
ENSG00000165997	ENSGGOG00000009327
ENSG00000166002	ENSGGOG00000011166
ENSG00000166004	ENSGGOG00000009396
ENSG00000166006	ENSGGOG00000003896
ENSG00000166012	ENSGGOG00000028407
ENSG00000166016	ENSGGOG00000014588
ENSG00000166024	ENSGGOG00000004792
ENSG00000166025	ENSGGOG00000001033
ENSG00000166033	ENSGGOG00000004853
ENSG00000166035	ENSGGOG00000008125
ENSG00000166037	ENSGGOG00000013416
ENSG00000166046	ENSGGOG00000001958
ENSG00000166049	ENSGGOG00000005844
ENSG00000166068	ENSGGOG00000041562
ENSG00000166069	ENSGGOG00000011525
ENSG00000166073	ENSGGOG00000007164
ENSG00000166086	ENSGGOG00000006764
ENSG00000166090	ENSGGOG00000017122
ENSG00000166091	ENSGGOG00000017125
ENSG00000166105	ENSGGOG00000001074
ENSG00000166106	ENSGGOG00000007508
ENSG00000166111	ENSGGOG00000014918
ENSG00000166118	ENSGGOG00000005403
ENSG00000166123	ENSGGOG00000016287
ENSG00000166126	ENSGGOG00000004279
ENSG00000166128	ENSGGOG00000008799
ENSG00000166130	ENSGGOG00000008397
ENSG00000166133	ENSGGOG00000006684
ENSG00000166135	ENSGGOG00000004308
ENSG00000166136	ENSGGOG00000027239
ENSG00000166140	ENSGGOG00000000053
ENSG00000166143	ENSGGOG00000006004
ENSG00000166145	ENSGGOG00000007202
ENSG00000166147	ENSGGOG00000003292
ENSG00000166148	ENSGGOG00000037345
ENSG00000166152	ENSGGOG00000008081
ENSG00000166153	ENSGGOG00000010270
ENSG00000166159	ENSGGOG00000010655
ENSG00000166164	ENSGGOG00000014824
ENSG00000166165	ENSGGOG00000007394
